timestamp,elapsed_ms,BMS_TX_STATE_10.IMD_Res_Neg_kohm,BMS_TX_STATE_10.IMD_Res_Pos_kohm,BMS_TX_STATE_5.Volt_1_x10_V,BMS_TX_STATE_5.Volt_2_x10_V,BMS_TX_STATE_6.Cell_Max_V,BMS_TX_STATE_6.Cell_Min_V,BMS_TX_STATE_7.Cell_Temp_Avg_degC,BMS_TX_STATE_7.Cell_Temp_Max_degC,BMS_TX_STATE_7.Cell_Temp_Min_degC,BMS_TX_STATE_7.Temp_1_degC,BMS_TX_STATE_7.Temp_2_degC,BMS_TX_STATE_7.Temp_3_degC,BMS_TX_STATE_7.Temp_4_degC,M160_Temperature_Set_1.INV_Module_A_Temp,M160_Temperature_Set_1.INV_Module_B_Temp,M160_Temperature_Set_1.INV_Module_C_Temp,M162_Temperature_Set_3.INV_Hot_Spot_Temp,M162_Temperature_Set_3.INV_Motor_Temp,M166_Current_Info.INV_DC_Bus_Current,M167_Voltage_Info.INV_DC_Bus_Voltage,M170_Internal_States.INV_Inverter_State,M170_Internal_States.INV_VSM_State,M172_Torque_And_Timer_Info.INV_Commanded_Torque,M172_Torque_And_Timer_Info.INV_Torque_Feedback
2025-03-05T16:45:55.486413,2,63790,63773,691.52216,692.92608,3400,3386,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,22.900000000000002,22.8,13.4,0.1,693.8000000000001,9,7,0.0,0.0
2025-03-05T16:46:00.487370,5002,63790,63772,691.91892,693.3228399999999,3401,3387,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,22.900000000000002,22.8,13.3,0.30000000000000004,694.0,9,7,0.0,0.0
2025-03-05T16:46:05.487839,10003,63790,63772,692.0104799999999,693.50596,3403,3388,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,22.900000000000002,22.8,13.3,0.2,694.3000000000001,9,7,0.0,0.0
2025-03-05T16:46:10.488179,15003,63790,63772,692.22412,693.7196,3403,3389,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,22.900000000000002,22.8,13.5,0.2,694.4000000000001,9,7,0.0,0.0
2025-03-05T16:46:15.488679,20004,63790,63772,692.40724,694.0247999999999,3404,3390,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002,13.4,0.2,694.7,9,7,0.0,0.0
2025-03-05T16:46:20.488993,25004,63789,63772,692.71244,694.20792,3406,3392,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002,13.4,0.2,695.0,9,7,0.0,0.0
2025-03-05T16:46:25.489469,30005,63790,63772,692.804,694.42156,3407,3393,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,23.0,22.900000000000002,13.4,0.0,695.2,9,7,0.0,0.0
2025-03-05T16:46:30.489710,35005,63789,63772,693.0176399999999,694.6046799999999,3408,3395,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,23.0,22.900000000000002,13.4,0.2,695.2,9,7,0.0,0.0
2025-03-05T16:46:35.489954,40005,63790,63771,693.23128,694.6046799999999,3409,3395,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,23.0,22.900000000000002,13.3,0.0,695.5,9,7,0.0,0.0
2025-03-05T16:46:40.490814,45006,63790,63770,693.50596,694.9098799999999,3410,3396,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,23.0,22.900000000000002,13.5,0.1,695.7,9,7,0.0,0.0
2025-03-05T16:46:45.491432,50007,63789,63771,693.7196,695.21508,3411,3398,27,28,26,15,15,15,15,22.900000000000002,22.900000000000002,23.0,22.900000000000002,13.4,0.2,695.9000000000001,9,7,0.0,0.0
